id_student,highest_education,age_band,num_of_prev_attempts,studied_credits,average_score,assessment_count,total_clicks,unique_resources,active_days,engagement_score,performance_score,performance_level,engagement_level,average_score_normalized,assessment_count_normalized,total_clicks_normalized,unique_resources_normalized,active_days_normalized,studied_credits_normalized,num_of_prev_attempts_normalized
466037,Lower Than A Level,0-35,1,120,88.6,5,194,19,17,3.8750310328605453,88.6,High,Medium,0.8859999999999999,0.17857142857142858,0.006779661016949152,0.03281519861830743,0.05944055944055944,0.144,0.16666666666666666
466120,Lower Than A Level,0-35,1,60,76.25,4,1360,81,59,5.4367091439064925,76.25,Medium,Medium,0.7625,0.14285714285714285,0.047527520531189936,0.13989637305699482,0.2062937062937063,0.048,0.16666666666666666
466158,Lower Than A Level,0-35,2,180,25.666666666666668,6,1053,102,64,5.426873969078105,25.666666666666668,Low,Medium,0.25666666666666665,0.21428571428571427,0.036798881705399265,0.17616580310880828,0.22377622377622378,0.24,0.3333333333333333
466202,Lower Than A Level,0-35,3,60,77.63636363636364,11,342,39,48,4.609302104533745,77.63636363636364,Medium,Medium,0.7763636363636364,0.39285714285714285,0.011951773545343351,0.06735751295336788,0.16783216783216784,0.048,0.5
466203,Lower Than A Level,0-35,0,120,61.25,12,4999,204,127,6.459389349483904,61.25,Medium,High,0.6125,0.42857142857142855,0.17469858465839594,0.35233160621761656,0.44405594405594406,0.144,0.0
466216,HE Qualification,35-55,0,90,84.78571428571429,14,2387,189,194,6.267291679022267,84.78571428571429,High,High,0.8478571428571429,0.5,0.08341778787349292,0.32642487046632124,0.6783216783216783,0.096,0.0
466230,A Level or Equivalent,0-35,0,60,80.0,7,920,117,87,5.504590446185285,80.0,High,Medium,0.8,0.25,0.032150969771099075,0.20207253886010362,0.3041958041958042,0.048,0.0
466248,Lower Than A Level,0-35,1,60,0.0,0,26,11,2,2.3933904279385647,0.0,Low,Low,0.0,0.0,0.0009086143630962782,0.018998272884283247,0.006993006993006993,0.048,0.16666666666666666
466289,Lower Than A Level,0-35,0,90,77.625,16,7413,233,183,6.765527215374278,77.625,Medium,High,0.77625,0.5714285714285714,0.25905993360125806,0.40241796200345425,0.6398601398601399,0.096,0.0
466329,Lower Than A Level,0-35,0,120,85.6,5,1685,80,51,5.4757535174008805,85.6,High,Medium,0.856,0.17857142857142858,0.05888520006989341,0.1381692573402418,0.17832167832167833,0.144,0.0
466347,A Level or Equivalent,0-35,2,60,72.0,9,846,80,41,5.136315909747564,72.0,Medium,Medium,0.72,0.32142857142857145,0.029564913506901973,0.1381692573402418,0.14335664335664336,0.048,0.3333333333333333
466360,HE Qualification,35-55,0,30,94.77777777777776,9,962,69,83,5.351814976987052,94.77777777777776,High,Medium,0.9477777777777776,0.32142857142857145,0.033618731434562295,0.11917098445595854,0.2902097902097902,0.0,0.0
466372,Lower Than A Level,0-35,0,30,78.5,6,566,31,43,4.711121382506497,78.5,Medium,Medium,0.785,0.21428571428571427,0.019779835750480517,0.0535405872193437,0.15034965034965034,0.0,0.0
466377,A Level or Equivalent,0-35,0,60,88.33333333333333,3,550,22,42,4.5937022231479805,88.33333333333333,High,Medium,0.8833333333333333,0.10714285714285714,0.019220688450113578,0.037996545768566495,0.14685314685314685,0.048,0.0
466425,HE Qualification,0-35,0,150,71.25,12,1278,96,84,5.566742191129647,71.25,Medium,Medium,0.7125,0.42857142857142855,0.04466189061680936,0.16580310880829016,0.2937062937062937,0.192,0.0
466430,No Formal quals,0-35,2,120,0.0,0,0,0,0,0.0,0.0,Low,Low,0.0,0.0,0.0,0.0,0.0,0.144,0.3333333333333333
466477,Lower Than A Level,0-35,1,60,79.66666666666667,9,503,43,33,4.6821955547888745,79.66666666666667,Medium,Medium,0.7966666666666667,0.32142857142857145,0.01757819325528569,0.07426597582037997,0.11538461538461539,0.048,0.16666666666666666
466508,HE Qualification,0-35,0,30,63.75,4,951,47,51,5.0901594327633415,63.75,Medium,Medium,0.6375,0.14285714285714285,0.03323431766556002,0.08117443868739206,0.17832167832167833,0.0,0.0
466539,A Level or Equivalent,0-35,0,60,82.85714285714286,7,2551,198,134,6.197426938734749,82.85714285714286,High,High,0.8285714285714286,0.25,0.08914904770225407,0.34196891191709844,0.46853146853146854,0.048,0.0
466576,Post Graduate Qualification,0-35,0,75,69.44444444444444,9,1347,69,56,5.370014869554074,69.44444444444444,Medium,Medium,0.6944444444444444,0.32142857142857145,0.0470732133496418,0.11917098445595854,0.1958041958041958,0.072,0.0
466582,Lower Than A Level,35-55,0,60,0.0,0,388,49,14,4.371453699406485,0.0,Low,Medium,0.0,0.0,0.013559322033898305,0.0846286701208981,0.04895104895104895,0.048,0.0
466599,A Level or Equivalent,0-35,0,120,0.0,0,123,17,8,3.45439152681173,0.0,Low,Low,0.0,0.0,0.004298444871570855,0.02936096718480138,0.027972027972027972,0.144,0.0
466714,A Level or Equivalent,0-35,3,120,34.5,6,371,52,36,4.641920489568162,34.5,Low,Medium,0.345,0.21428571428571427,0.01296522802725843,0.08981001727115717,0.1258741258741259,0.144,0.5
466717,Lower Than A Level,0-35,0,60,0.0,0,2,1,1,0.8553332238032112,0.0,Low,Low,0.0,0.0,6.989341254586755e-05,0.0017271157167530224,0.0034965034965034965,0.048,0.0
466800,Lower Than A Level,0-35,2,60,67.33333333333333,15,362,60,42,4.7193833276660015,67.33333333333333,Medium,Medium,0.6733333333333333,0.5357142857142857,0.012650707670802027,0.10362694300518134,0.14685314685314685,0.048,0.3333333333333333
466807,Lower Than A Level,0-35,1,90,73.6,5,818,94,39,5.156060537255571,73.6,Medium,Medium,0.736,0.17857142857142858,0.02858640573125983,0.16234887737478412,0.13636363636363635,0.096,0.16666666666666666
466810,A Level or Equivalent,0-35,0,60,85.36363636363636,11,1212,91,108,5.604281701361075,85.36363636363636,High,Medium,0.8536363636363636,0.39285714285714285,0.04235540800279573,0.15716753022452504,0.3776223776223776,0.048,0.0
466828,A Level or Equivalent,0-35,1,60,89.36363636363636,11,2959,162,122,6.168958185780996,89.36363636363636,High,High,0.8936363636363636,0.39285714285714285,0.10340730386161104,0.27979274611398963,0.42657342657342656,0.048,0.16666666666666666
466854,A Level or Equivalent,0-35,1,120,84.5,4,443,15,29,4.290465656143471,84.5,High,Medium,0.845,0.14285714285714285,0.015481390878909663,0.025906735751295335,0.10139860139860139,0.144,0.16666666666666666
466856,A Level or Equivalent,0-35,0,180,81.4,10,200,19,52,4.211129219355464,81.4,High,Medium,0.8140000000000001,0.35714285714285715,0.006989341254586755,0.03281519861830743,0.18181818181818182,0.24,0.0
466880,A Level or Equivalent,0-35,1,120,70.0,7,816,45,84,5.163643433837825,70.0,Medium,Medium,0.7,0.25,0.028516512318713962,0.07772020725388601,0.2937062937062937,0.144,0.16666666666666666
466892,A Level or Equivalent,0-35,0,60,94.25,4,10151,81,272,6.695027716492453,94.25,High,High,0.9425,0.14285714285714285,0.35474401537655076,0.13989637305699482,0.951048951048951,0.048,0.0
466900,Lower Than A Level,0-35,0,30,83.57142857142857,7,386,26,15,4.203897553685146,83.57142857142857,High,Medium,0.8357142857142857,0.25,0.013489428621352438,0.044905008635578586,0.05244755244755245,0.0,0.0
466956,Lower Than A Level,0-35,0,210,0.0,0,0,0,0,0.0,0.0,Low,Low,0.0,0.0,0.0,0.0,0.0,0.288,0.0
466959,A Level or Equivalent,0-35,0,60,64.33333333333333,6,95,14,9,3.3289298648160113,64.33333333333333,Medium,Low,0.6433333333333333,0.21428571428571427,0.003319937095928709,0.024179620034542316,0.03146853146853147,0.048,0.0
466961,A Level or Equivalent,0-35,0,30,91.25,4,1030,51,61,5.198827224694741,91.25,High,Medium,0.9125,0.14285714285714285,0.03599510746112179,0.08808290155440414,0.21328671328671328,0.0,0.0
466973,Lower Than A Level,0-35,1,60,91.66666666666669,3,287,20,28,4.188729672367348,91.66666666666669,High,Medium,0.9166666666666669,0.10714285714285714,0.010029704700331994,0.03454231433506045,0.0979020979020979,0.048,0.16666666666666666
466987,Lower Than A Level,0-35,0,60,78.0,12,3810,139,133,6.250103427117608,78.0,Medium,High,0.78,0.42857142857142855,0.1331469508998777,0.24006908462867013,0.46503496503496505,0.048,0.0
466990,Lower Than A Level,0-35,0,60,55.85714285714285,14,1111,150,84,5.643545517915784,55.85714285714285,Low,Medium,0.5585714285714285,0.5,0.03882579066922943,0.25906735751295334,0.2937062937062937,0.048,0.0
467035,HE Qualification,0-35,1,135,88.5,10,569,67,67,5.069959167437103,88.5,High,Medium,0.885,0.35714285714285715,0.019884675869299318,0.1157167530224525,0.23426573426573427,0.168,0.16666666666666666
467100,Lower Than A Level,0-35,0,120,80.44444444444444,9,1400,55,98,5.484118080795724,80.44444444444444,High,Medium,0.8044444444444444,0.32142857142857145,0.04892538878210729,0.09499136442141623,0.34265734265734266,0.144,0.0
467144,A Level or Equivalent,0-35,0,30,83.66666666666667,3,1236,59,59,5.304784486290256,83.66666666666667,High,Medium,0.8366666666666667,0.10714285714285714,0.04319412895334615,0.10189982728842832,0.2062937062937063,0.0,0.0
467179,Lower Than A Level,35-55,0,100,0.0,0,122,36,9,3.6989246438404475,0.0,Low,Low,0.0,0.0,0.00426349816529792,0.06217616580310881,0.03146853146853147,0.112,0.0
467230,A Level or Equivalent,0-35,1,90,77.4375,16,946,98,69,5.394404164929616,77.4375,Medium,Medium,0.774375,0.5714285714285714,0.03305958413419535,0.1692573402417962,0.24125874125874125,0.096,0.16666666666666666
467243,A Level or Equivalent,0-35,2,120,76.42857142857143,7,716,49,17,4.670748765237141,76.42857142857143,Medium,Medium,0.7642857142857143,0.25,0.025021841691420584,0.0846286701208981,0.05944055944055944,0.144,0.3333333333333333
467291,A Level or Equivalent,0-35,0,120,0.0,0,0,0,0,0.0,0.0,Low,Low,0.0,0.0,0.0,0.0,0.0,0.144,0.0
467292,A Level or Equivalent,0-35,0,60,86.7,10,789,36,36,4.835363925770961,86.7,High,Medium,0.867,0.35714285714285715,0.027572951249344748,0.06217616580310881,0.1258741258741259,0.048,0.0
467294,A Level or Equivalent,0-35,0,60,64.15384615384616,13,688,83,39,5.050005384292638,64.15384615384616,Medium,Medium,0.6415384615384616,0.4642857142857143,0.02404333391577844,0.14335060449050085,0.13636363636363635,0.048,0.0
467302,HE Qualification,35-55,0,60,89.25,4,3673,68,158,6.074517718355276,89.25,High,High,0.8925,0.14285714285714285,0.12835925214048577,0.11744386873920552,0.5524475524475524,0.048,0.0
467303,A Level or Equivalent,0-35,0,60,74.0909090909091,11,493,36,50,4.743837270485734,74.0909090909091,Medium,Medium,0.740909090909091,0.39285714285714285,0.017228726192556353,0.06217616580310881,0.17482517482517482,0.048,0.0
467312,Lower Than A Level,0-35,1,60,0.0,0,37,17,5,2.8596738320278203,0.0,Low,Low,0.0,0.0,0.0012930281320985496,0.02936096718480138,0.017482517482517484,0.048,0.16666666666666666
467330,Lower Than A Level,35-55,2,150,0.0,0,0,0,0,0.0,0.0,Low,Low,0.0,0.0,0.0,0.0,0.0,0.192,0.3333333333333333
467363,A Level or Equivalent,0-35,0,60,64.0,11,2319,143,56,5.803588356087308,64.0,Medium,High,0.64,0.39285714285714285,0.08104141184693342,0.2469775474956822,0.1958041958041958,0.048,0.0
467381,A Level or Equivalent,0-35,0,60,100.0,1,375,30,16,4.251995821918367,100.0,High,Medium,1.0,0.03571428571428571,0.013105014852350166,0.05181347150259067,0.055944055944055944,0.048,0.0
467396,Lower Than A Level,0-35,2,60,66.2,5,1118,87,81,5.473293101847508,66.2,Medium,Medium,0.662,0.17857142857142858,0.03907041761313996,0.15025906735751296,0.28321678321678323,0.048,0.3333333333333333
467413,Lower Than A Level,0-35,1,210,60.0,12,1428,126,72,5.646286029454042,60.0,Medium,Medium,0.6,0.42857142857142855,0.04990389655774943,0.21761658031088082,0.2517482517482518,0.288,0.16666666666666666
467416,Lower Than A Level,35-55,1,180,84.5,12,4313,190,145,6.418612345706131,84.5,High,High,0.845,0.42857142857142855,0.1507251441551634,0.3281519861830743,0.506993006993007,0.24,0.16666666666666666
467504,A Level or Equivalent,35-55,0,120,72.16666666666667,12,3692,141,130,6.234985080181749,72.16666666666667,Medium,High,0.7216666666666667,0.42857142857142855,0.1290232395596715,0.24352331606217617,0.45454545454545453,0.144,0.0
467506,A Level or Equivalent,35-55,0,180,86.16666666666667,12,3176,194,94,6.173539988757093,86.16666666666667,High,High,0.8616666666666667,0.42857142857142855,0.11099073912283768,0.33506044905008636,0.32867132867132864,0.24,0.0
467524,A Level or Equivalent,35-55,0,60,86.75,12,4630,216,155,6.5051372508293,86.75,High,High,0.8675,0.42857142857142855,0.16180325004368337,0.37305699481865284,0.541958041958042,0.048,0.0
467580,A Level or Equivalent,0-35,0,120,78.27272727272727,11,858,67,72,5.255297712691052,78.27272727272727,Medium,Medium,0.7827272727272727,0.39285714285714285,0.02998427398217718,0.1157167530224525,0.2517482517482518,0.144,0.0
467582,A Level or Equivalent,0-35,1,210,77.58333333333333,12,5155,210,136,6.500718263414889,77.58333333333333,Medium,High,0.7758333333333333,0.42857142857142855,0.1801502708369736,0.3626943005181347,0.4755244755244755,0.288,0.16666666666666666
467606,Lower Than A Level,0-35,1,60,95.0,2,553,17,34,4.460581820514587,95.0,High,Medium,0.95,0.07142857142857142,0.01932552856893238,0.02936096718480138,0.11888111888111888,0.048,0.16666666666666666
467685,Lower Than A Level,0-35,0,60,0.0,0,97,23,14,3.5998182009032753,0.0,Low,Low,0.0,0.0,0.003389830508474576,0.039723661485319514,0.04895104895104895,0.048,0.0
467700,A Level or Equivalent,0-35,1,60,78.75,12,1417,97,57,5.496424229601926,78.75,Medium,Medium,0.7875,0.42857142857142855,0.04951948278874716,0.16753022452504318,0.1993006993006993,0.048,0.16666666666666666
467721,Lower Than A Level,35-55,0,120,0.0,0,0,0,0,0.0,0.0,Low,Low,0.0,0.0,0.0,0.0,0.0,0.144,0.0
467725,Lower Than A Level,0-35,1,60,73.91666666666667,12,5331,241,187,6.650206579215431,73.91666666666667,Medium,High,0.7391666666666667,0.42857142857142855,0.18630089114100995,0.4162348877374784,0.6538461538461539,0.048,0.16666666666666666
467753,Post Graduate Qualification,35-55,1,30,51.0,4,313,38,16,4.24878969141906,51.0,Low,Medium,0.51,0.14285714285714285,0.010938319063428271,0.06563039723661486,0.055944055944055944,0.0,0.16666666666666666
467756,A Level or Equivalent,0-35,2,180,73.5,2,199,21,10,3.7660082644662203,73.5,Medium,Low,0.735,0.07142857142857142,0.0069543945483138215,0.03626943005181347,0.03496503496503497,0.24,0.3333333333333333
467776,A Level or Equivalent,0-35,0,60,18.0,1,201,27,14,3.935383492343706,18.0,Low,Medium,0.18,0.03571428571428571,0.007024287960859689,0.046632124352331605,0.04895104895104895,0.048,0.0
467822,A Level or Equivalent,0-35,0,190,87.92857142857143,14,3273,174,200,6.3779343677672085,87.92857142857143,High,High,0.8792857142857143,0.5,0.11438056963131225,0.3005181347150259,0.6993006993006993,0.256,0.0
467835,Lower Than A Level,0-35,0,60,0.0,0,58,16,4,2.963810354509383,0.0,Low,Low,0.0,0.0,0.002026908963830159,0.027633851468048358,0.013986013986013986,0.048,0.0
467854,Lower Than A Level,0-35,0,120,74.16666666666667,12,4565,197,122,6.400692546655982,74.16666666666667,Medium,High,0.7416666666666667,0.42857142857142855,0.1595317141359427,0.34024179620034545,0.42657342657342656,0.144,0.0
467893,A Level or Equivalent,35-55,0,60,75.71428571428571,7,1842,145,122,5.9463972761921555,75.71428571428571,Medium,High,0.7571428571428571,0.25,0.06437183295474401,0.2504317789291883,0.42657342657342656,0.048,0.0
467894,A Level or Equivalent,0-35,0,60,10.0,1,103,17,3,3.140756195361366,10.0,Low,Low,0.1,0.03571428571428571,0.0035995107461121788,0.02936096718480138,0.01048951048951049,0.048,0.0
467901,A Level or Equivalent,0-35,0,120,72.0,2,382,45,34,4.594410833065811,72.0,Medium,Medium,0.72,0.07142857142857142,0.013349641796260702,0.07772020725388601,0.11888111888111888,0.144,0.0
468021,A Level or Equivalent,0-35,2,120,60.75,4,312,26,20,4.200589067334387,60.75,Medium,Medium,0.6075,0.14285714285714285,0.010903372357155338,0.044905008635578586,0.06993006993006994,0.144,0.3333333333333333
468120,Lower Than A Level,0-35,0,120,40.0,2,116,19,16,3.6535532592021647,40.0,Low,Low,0.4,0.07142857142857142,0.004053817927660318,0.03281519861830743,0.055944055944055944,0.144,0.0
468187,No Formal quals,0-35,1,120,0.0,0,94,16,8,3.3306821330579472,0.0,Low,Low,0.0,0.0,0.003284990389655775,0.027633851468048358,0.027972027972027972,0.144,0.16666666666666666
468349,A Level or Equivalent,0-35,1,60,78.33333333333333,6,122,13,14,3.5290060013642073,78.33333333333333,Medium,Low,0.7833333333333333,0.21428571428571427,0.00426349816529792,0.022452504317789293,0.04895104895104895,0.048,0.16666666666666666
468386,HE Qualification,0-35,3,310,69.5,5,721,73,51,5.10940269909281,69.5,Medium,Medium,0.695,0.17857142857142858,0.02519657522278525,0.12607944732297063,0.17832167832167833,0.448,0.5
468482,A Level or Equivalent,0-35,0,60,56.0,1,7,3,1,1.4556090791758851,56.0,Low,Low,0.56,0.03571428571428571,0.00024462694391053644,0.0051813471502590676,0.0034965034965034965,0.048,0.0
468497,Lower Than A Level,35-55,0,60,82.66666666666667,3,992,112,17,5.045620138600621,82.66666666666667,High,Medium,0.8266666666666667,0.10714285714285714,0.034667132622750306,0.19343696027633853,0.05944055944055944,0.048,0.0
468529,Lower Than A Level,0-35,0,120,86.42857142857143,7,119,16,24,3.7306234477901437,86.42857142857143,High,Low,0.8642857142857143,0.25,0.004158658046479119,0.027633851468048358,0.08391608391608392,0.144,0.0
468623,A Level or Equivalent,0-35,0,120,56.0,1,175,20,5,3.519078170100704,56.0,Low,Low,0.56,0.03571428571428571,0.006115673597763411,0.03454231433506045,0.017482517482517484,0.144,0.0
468657,A Level or Equivalent,0-35,2,90,43.0,1,173,27,12,3.8327682799768334,43.0,Low,Low,0.43,0.03571428571428571,0.006045780185217543,0.046632124352331605,0.04195804195804196,0.096,0.3333333333333333
468672,A Level or Equivalent,0-35,1,120,46.5,4,373,51,20,4.468432165857268,46.5,Low,Medium,0.465,0.14285714285714285,0.013035121439804299,0.08808290155440414,0.06993006993006994,0.144,0.16666666666666666
468694,A Level or Equivalent,0-35,0,120,61.2,5,473,47,35,4.700898913487231,61.2,Medium,Medium,0.612,0.17857142857142858,0.016529792067097676,0.08117443868739206,0.12237762237762238,0.144,0.0
468720,Lower Than A Level,35-55,0,60,81.14285714285714,7,855,117,82,5.4577657201353755,81.14285714285714,High,Medium,0.8114285714285714,0.25,0.029879433863358378,0.20207253886010362,0.2867132867132867,0.048,0.0
468729,A Level or Equivalent,0-35,0,105,70.66666666666667,6,235,27,29,4.205553289561452,70.66666666666667,Medium,Medium,0.7066666666666667,0.21428571428571427,0.008212475974139438,0.046632124352331605,0.10139860139860139,0.12,0.0
468730,A Level or Equivalent,0-35,1,60,86.0,1,1439,54,33,5.1690674699826085,86.0,High,Medium,0.86,0.03571428571428571,0.050288310326751705,0.09326424870466321,0.11538461538461539,0.048,0.16666666666666666
468753,A Level or Equivalent,0-35,0,60,46.77777777777778,9,411,18,34,4.358345451936566,46.77777777777778,Low,Medium,0.4677777777777778,0.32142857142857145,0.014363096278175782,0.031088082901554404,0.11888111888111888,0.048,0.0
468792,HE Qualification,0-35,0,120,85.33333333333333,3,251,28,13,4.013677582885089,85.33333333333333,High,Medium,0.8533333333333333,0.10714285714285714,0.008771623274506377,0.04835924006908463,0.045454545454545456,0.144,0.0
468808,A Level or Equivalent,35-55,1,90,68.23076923076923,13,1040,150,43,5.419615668665943,68.23076923076923,Medium,Medium,0.6823076923076923,0.4642857142857143,0.03634457452385113,0.25906735751295334,0.15034965034965034,0.096,0.16666666666666666
468845,Lower Than A Level,0-35,0,60,86.71428571428571,7,874,119,64,5.398253258346351,86.71428571428571,High,Medium,0.8671428571428571,0.25,0.03054342128254412,0.20552677029360966,0.22377622377622378,0.048,0.0
468902,Lower Than A Level,0-35,0,60,71.0,6,1762,65,100,5.631341450619454,71.0,Medium,Medium,0.71,0.21428571428571427,0.06157609645290931,0.11226252158894647,0.34965034965034963,0.048,0.0
468908,A Level or Equivalent,0-35,0,120,49.0,2,213,53,23,4.296501769082407,49.0,Low,Medium,0.49,0.07142857142857142,0.0074436484361348944,0.09153713298791019,0.08041958041958042,0.144,0.0
468927,A Level or Equivalent,0-35,0,90,73.0,7,1268,133,93,5.6907341617520295,73.0,Medium,Medium,0.73,0.25,0.04431242355408003,0.229706390328152,0.32517482517482516,0.096,0.0
468947,A Level or Equivalent,0-35,0,60,76.0,2,651,52,40,4.89717701884759,76.0,Medium,Medium,0.76,0.07142857142857142,0.022750305783679887,0.08981001727115717,0.13986013986013987,0.048,0.0
468949,Lower Than A Level,0-35,0,60,79.3,10,605,34,54,4.831556368444291,79.3,Medium,Medium,0.7929999999999999,0.35714285714285715,0.021142757295124933,0.05872193436960276,0.1888111888111888,0.048,0.0
469016,A Level or Equivalent,35-55,0,60,62.142857142857146,14,594,84,57,5.106352842329273,62.142857142857146,Medium,Medium,0.6214285714285714,0.5,0.02075834352612266,0.14507772020725387,0.1993006993006993,0.048,0.0
469113,A Level or Equivalent,35-55,0,60,86.0,5,1719,66,84,5.574234990687384,86.0,High,Medium,0.86,0.17857142857142858,0.06007338808317316,0.11398963730569948,0.2937062937062937,0.048,0.0
469154,A Level or Equivalent,0-35,0,120,80.8,10,4542,173,121,6.357460049488098,80.8,High,High,0.8079999999999999,0.35714285714285715,0.1587279398916652,0.2987910189982729,0.4230769230769231,0.144,0.0
469177,HE Qualification,0-35,0,120,83.0909090909091,11,232,25,29,4.178203557331371,83.0909090909091,High,Medium,0.8309090909090909,0.39285714285714285,0.008107635855320636,0.04317789291882556,0.10139860139860139,0.144,0.0
469281,Lower Than A Level,35-55,0,55,81.5,4,2702,70,93,5.8026394163039745,81.5,High,High,0.815,0.14285714285714285,0.09442600034946706,0.12089810017271158,0.32517482517482516,0.04,0.0
469284,A Level or Equivalent,0-35,0,30,0.0,0,2,1,1,0.8553332238032112,0.0,Low,Low,0.0,0.0,6.989341254586755e-05,0.0017271157167530224,0.0034965034965034965,0.0,0.0
469389,No Formal quals,0-35,0,70,39.5,2,559,79,18,4.729114397643775,39.5,Low,Medium,0.395,0.07142857142857142,0.01953520880656998,0.13644214162348878,0.06293706293706294,0.064,0.0
469424,A Level or Equivalent,0-35,0,90,91.75,4,1645,58,91,5.542239158781235,91.75,High,Medium,0.9175,0.14285714285714285,0.05748733181897606,0.1001727115716753,0.3181818181818182,0.096,0.0
469425,HE Qualification,0-35,0,120,33.25,4,388,64,32,4.686700186856013,33.25,Low,Medium,0.3325,0.14285714285714285,0.013559322033898305,0.11053540587219343,0.11188811188811189,0.144,0.0
469465,A Level or Equivalent,0-35,0,60,55.333333333333336,6,742,98,57,5.240947276091407,55.333333333333336,Low,Medium,0.5533333333333333,0.21428571428571427,0.02593045605451686,0.1692573402417962,0.1993006993006993,0.048,0.0
469499,A Level or Equivalent,0-35,0,60,79.5,12,7421,131,216,6.643691319486266,79.5,Medium,High,0.795,0.42857142857142855,0.25933950725144156,0.22625215889464595,0.7552447552447552,0.048,0.0
469553,Lower Than A Level,0-35,0,180,78.28571428571429,7,665,65,61,5.095552606337611,78.28571428571429,Medium,Medium,0.7828571428571429,0.25,0.023239559671500962,0.11226252158894647,0.21328671328671328,0.24,0.0
469579,Lower Than A Level,0-35,0,60,60.0,5,33,10,7,2.7537452541899268,60.0,Medium,Low,0.6,0.17857142857142858,0.0011532413070068147,0.017271157167530225,0.024475524475524476,0.048,0.0
469614,Lower Than A Level,0-35,1,90,58.333333333333336,6,967,113,97,5.546442613030151,58.333333333333336,Low,Medium,0.5833333333333334,0.21428571428571427,0.03379346496592696,0.19516407599309155,0.33916083916083917,0.096,0.16666666666666666
469624,A Level or Equivalent,0-35,0,60,50.85714285714285,7,692,97,94,5.358065310757295,50.85714285714285,Low,Medium,0.5085714285714285,0.25,0.024183120740870173,0.16753022452504318,0.32867132867132864,0.048,0.0
469633,A Level or Equivalent,0-35,0,60,83.0,7,644,49,82,5.086959210685732,83.0,High,Medium,0.83,0.25,0.022505678839769352,0.0846286701208981,0.2867132867132867,0.048,0.0
469664,Lower Than A Level,0-35,0,210,0.0,0,13,6,1,1.847340130730681,0.0,Low,Low,0.0,0.0,0.0004543071815481391,0.010362694300518135,0.0034965034965034965,0.288,0.0
469683,A Level or Equivalent,35-55,2,180,66.18181818181819,11,288,26,51,4.4406948506207,66.18181818181819,Medium,Medium,0.6618181818181819,0.39285714285714285,0.010064651406604928,0.044905008635578586,0.17832167832167833,0.24,0.3333333333333333
469732,Lower Than A Level,0-35,0,30,0.0,0,26,11,1,2.2717508955061154,0.0,Low,Low,0.0,0.0,0.0009086143630962782,0.018998272884283247,0.0034965034965034965,0.0,0.0
469743,No Formal quals,0-35,1,120,89.25,12,9055,269,228,6.95411630894297,89.25,High,High,0.8925,0.42857142857142855,0.31644242530141536,0.46459412780656306,0.7972027972027972,0.144,0.16666666666666666
469761,A Level or Equivalent,0-35,0,60,90.3076923076923,13,6339,171,148,6.547285853800183,90.3076923076923,High,High,0.9030769230769231,0.4642857142857143,0.2215271710641272,0.29533678756476683,0.5174825174825175,0.048,0.0
469803,A Level or Equivalent,0-35,0,120,0.0,0,0,0,0,0.0,0.0,Low,Low,0.0,0.0,0.0,0.0,0.0,0.144,0.0
469861,HE Qualification,0-35,0,30,95.0,4,637,36,32,4.715562955571127,95.0,High,Medium,0.95,0.14285714285714285,0.022261051895858815,0.06217616580310881,0.11188811188811189,0.0,0.0
469878,A Level or Equivalent,0-35,0,60,83.72727272727273,11,1620,42,204,5.681582437143861,83.72727272727273,High,Medium,0.8372727272727274,0.39285714285714285,0.056613664162152716,0.07253886010362694,0.7132867132867133,0.048,0.0
469887,A Level or Equivalent,0-35,0,60,56.0,1,926,58,40,5.07011427940935,56.0,Low,Medium,0.56,0.03571428571428571,0.032360650008736676,0.1001727115716753,0.13986013986013987,0.048,0.0
469959,A Level or Equivalent,0-35,0,30,75.0,2,728,37,35,4.803001022258212,75.0,Medium,Medium,0.75,0.07142857142857142,0.02544120216669579,0.06390328151986183,0.12237762237762238,0.0,0.0
469977,Lower Than A Level,35-55,0,60,75.16666666666667,12,2988,148,101,6.089753400682494,75.16666666666667,Medium,High,0.7516666666666667,0.42857142857142855,0.10442075834352613,0.2556131260794473,0.3531468531468531,0.048,0.0
470001,Lower Than A Level,0-35,0,90,91.25,12,7865,225,201,6.80676279019875,91.25,High,High,0.9125,0.42857142857142855,0.2748558448366242,0.38860103626943004,0.7027972027972028,0.096,0.0
470002,HE Qualification,35-55,0,90,52.0,3,372,45,17,4.3843353141731045,52.0,Low,Medium,0.52,0.10714285714285714,0.013000174733531364,0.07772020725388601,0.05944055944055944,0.096,0.0
470037,No Formal quals,0-35,0,150,72.0,1,432,55,15,4.467677215093476,72.0,Medium,Medium,0.72,0.03571428571428571,0.015096977109907391,0.09499136442141623,0.05244755244755245,0.192,0.0
470113,A Level or Equivalent,0-35,0,60,75.9090909090909,11,487,47,42,4.765846500321695,75.9090909090909,Medium,Medium,0.759090909090909,0.39285714285714285,0.017019045954918748,0.08117443868739206,0.14685314685314685,0.048,0.0
470119,Lower Than A Level,0-35,1,240,0.0,0,30,15,2,2.534955185066426,0.0,Low,Low,0.0,0.0,0.0010484011881880134,0.025906735751295335,0.006993006993006993,0.336,0.16666666666666666
470121,A Level or Equivalent,0-35,0,60,0.0,0,145,23,6,3.530631842504312,0.0,Low,Low,0.0,0.0,0.005067272409575397,0.039723661485319514,0.02097902097902098,0.048,0.0
